description,title,image_id,user_tags
,Long road to Copiapó,4521618590,"['carretera', 'desierto de atacama']"
This is the view looking west from the Lewis and Clark Confluence tower in Hartford Illinois. Some of the fields are flooded from recent rains.,Looking across the Mississippi River,5359543794,[]
"Trivial compared to tragic events elsewhere in the country, but our small town isn't used to water pouring through the market place. My son had his camera with him on the way home from school",Pocklington in flood,624803574,"['flood', 'pocklington']"
"Here's what wikipedia has to say on the subject:

Little now remains of the original arena floor, but the hypogeum is still clearly visible. It consisted of a two-level subterranean network of tunnels and cages beneath the arena where gladiators and animals were held before contests began. Eighty vertical shafts provided instant access to the arena for caged animals and scenery pieces concealed underneath; larger hinged platforms, called hegmata, provided access for elephants and the like. It was restructured on numerous occasions; at least twelve different phases of construction can be seen.

The hypogeum was connected by underground tunnels to a number of points outside the Colosseum. Animals and performers were brought through the tunnel from nearby stables, with the gladiators' barracks at the Ludus Magnus to the east also being connected by tunnels. Separate tunnels were provided for the Emperor and the Vestal Virgins to permit them to enter and exit the Colosseum without needing to pass through the crowds.

Substantial quantities of machinery also existed in the hypogeum. Elevators and pulleys raised and lowered scenery and props, as well as lifting caged animals to the surface for release. There is evidence for the existence of major hydraulic mechanisms and according to ancient accounts, it was possible to flood the arena rapidly, presumably via a connection to a nearby aqueduct.",Hypogeum,2747641226,"['colosseum', 'hypogeum', 'italy', 'rome']"
See what I mean - it rained a lot! This was the flood that greeted us outside our flat. : 01.22.08,A Luxor Flood,2233545948,"['egypt', 'luxor']"
with Dog,High water,4124800672,"['athlone', 'flood', 'glen', 'high', 'imaal', 'ireland', 'jolly', 'liath', 'marina', 'mariner', 'river', 'shannon', 'terrier', 'water', 'westmeath']"
,Entering Waterworld,5343316866,"['überflutung', 'flood', 'flut', 'hannover', 'hanover', 'wasser', 'water']"
They are building a new dock for us - yay!,It is not sinking anymore!,8283277938,"['barge', 'braden river', 'canoe', 'dock', 'florida', 'paddle', 'river', 'steven']"
,,2083627592,"['australia', 'melbourne', 'the royal exhibition building']"
Remnants of the flood.,IMG_4224,3229793112,"['architecture', 'italy', 'lazio', 'roma', 'rome', 'tourism', 'wall walk 2009']"
The Neskowin Golf Course is mostly underwater following a series of winter storms.,A Soggy Nine,2172884582,"['flood', 'flooding', 'golf', 'golfcourses', 'neskowin', 'oregon']"
,Twyford  22-07-07,869956256,"['cherwell', 'flood', 'johngreyturner', 'july2007', 'kingssutton', 'oxford', 'oxfordshire', 'twyford']"
"In my veins I've felt the mystery
Of corridors of time, books of history
Life songs of ages throbbing in my blood
Have danced the rhythm of the tide and flood
Your misty clouds, your electric storm
Were turbulent tempests in my own form

I love New York, honestly. My mother and I are contemplating moving there in late 2010. Just a thought.",,4223782567,[]
,Lake after big rain,5867176791,"['2011', 'flood', 'south dakota', 'spring', 'summer']"
"By the morning, the flooding had receded",Superstorm Sandy After Dark 6,8138339390,"['brooklyn', 'creative crescent', 'flood', 'hurricane', 'new york', 'october', 'rain', 'sandy', 'storm', 'storm surge', 'superstorm', 'williamsburg']"
,Swollen river,272472420,"['2006', 'bridge', 'cloudy', 'columbia bridge', 'flooding', 'grass', 'great miami river', 'hamilton', 'ohio', 'rainy', 'river', 'water']"
"On the River Trail, the Sears Water Tower is visible, reminding riders that though they are surrounded by trees and birds, Lansing is not far away.

Notice also that the trail has flooded.",On the River Trail in Lansing,3454809058,"[""'water tower'"", 'bike trail', 'bridge', 'flooding', 'frandor', 'lansing', 'michigan avenue', 'red cedar river', 'river trail', 'sears', 'tc 491', 'underpass']"
,tony on road jump,7973068004,"['cakeridersfod', 'tony']"
"S. Sunset Street, Bridge",.,13453993523,"['2013', 'flood', 'longmont', 'longmontflood', 's. sunset st.', 'september', 'st. vrain river']"
"I expected something else. really. It just looked like any normal construction site - which made it weirder. We didn't see the memorial, just this odd angle. NYC, 6/17/2008",Ground Zero,2885529519,"['2008', 'new york', 'nyc']"
,Flooding,4048979044,"['flood', 'providence', 'providence river', 'rain', 'rhode island', 'risd', 'riverwalk', 'storm']"
"The Garonne flooding, place de la Daurade, Toulouse",La Garonne en crue,4615963454,"['daurade', 'garonne', 'toulouse']"
this morning before we started to scrap the mud up and hose everything down,driveway and street,2221902062,['flood']
"On Friday, May 4, 2007, we received an abnormal amount of rain.  Some of the lower lying streets flooded, as you can see from the pictures.",Partially Flooded Street 1,485167819,"['baton rouge', 'cars', 'flood', 'green', 'houses', 'louisiana', 'reflection', 'storm', 'street', 'trees', 'water']"
"this is a TOUGH hole. over the tall stuff, but too far and you're over the fence and on the road. This is also basket 2, so see that pic",Mesquite Grove hole 17 tee,406451926,"['chandler', 'disc golf', 'mesquite grove', 'phoenix']"
Rear range of the HQ building at Kastell Feldberg. Looking NE,ORL Strecke 3,8852105144,"['frontier', 'germany', 'limes', 'obergermanisch-raetischer', 'orl', 'roman']"
This is how the St. Louis Gateway Arch riverfront looks when its flooded.,St. Louis Gateway Arch Riverfront Flooded,3683302240,[]
saw a small fire that occurred at the end of the rice fields in Tondano - North Celebes,Saw a Small Fire,5597265293,"['bikecycle', 'cloud', 'farmer', 'fire', 'indonesia', 'lake', 'people', 'ricefields', 'road', 'tondano', 'travel']"
"We stopped in our way to thandiani, Maham was just forced awoke, she was in a bad mood, mahrukh was trying to bring her back in herself. She care for her a lot",In our way to Thandiani,6835331935,"['asad', 'asadullah', 'baby', 'child', 'girl', 'hill', 'maham', 'mahamasad', 'mahrukh', 'mahrukhasad', 'mazhar', 'mountain', 'northernarea', 'pakistani', 'pakistanibaby', 'pakistanigirl', 'road', 'thandiani', 'vally']"
More sunsets from Hawaii.  These are all from the side of the road near Keaau Beach.  The sunset itself wasn't too exciting...the best ones were long after the sun had gone down.,Keaau-Sunset-9,2316490024,"['beach', 'burchdc', 'hawaii', 'keaau', 'oahu', 'ocean', 'sunset']"
"North Bay
24 August 2008",canadian summer,2933851994,"['andrea', 'blue', 'canada', 'chairs', 'drager', 'flag', 'gavin', 'green', 'lake', 'mctavish', 'north bay', 'ontario', 'summer', 'trout lake', 'water']"
,IMG_2153,284092969,"['biloxi', 'fema', 'flood', 'gulfport', 'gw bush, world menace', 'hurricane', 'katrina', 'louisiana', 'new orleans']"
the start of romantic road in Germany,Marienburg in Würzburg,7313444344,['germany']
Howells and the Irwin Mitchell buildings under several feet of water.,Millsands,631373625,"['floods', 'sheffield']"
"This is how it is to ride bicycle lanes in Geneva. Everyday there are hundreds of motorcycles illegally riding the bike lanes every morning and evening during rush hours.

This scooter (GE 97058) is just learning to drive (witness the blue L sign on the side of the plate) and is already learning bad manners :-(

It's sad, but fortunately for bicycle riders, the police does intervene sometimes. They don't catch many scooterists though, as they drive very slowly (slower than bikes!) in order to get off the lane if they spot a policeman waiting further down the road. The cat and mouse game continues...",Geneva bicycle lanes,5077423927,"['bicycle, scooter', 'geneva', 'iphone', 'switzerland']"
"The Prime Minister David Cameron visited Bridgwater in Somerset to view the pumps installed to help reduce the flooding in the area.

He then visited residents in Moorland to see how else the government can assist.

For help and information on what the government is doing during the flooding, go to:
 
<a href=""https://www.gov.uk/government/news/uk-winter-storms-2014-government-response"" rel=""nofollow"">www.gov.uk/government/news/uk-winter-storms-2014-governme...</a>

Photo: Crown copyright",David Cameron visits Somerset,12637230985,"['bridgwater', 'david cameron', 'downing street', 'floods', 'london', 'no10', 'pm', 'prime minister', 'prime minister david cameron', 'pumps', 'sergeant dave rose raf', 'uk']"
,Hampi bazaar road,7557392604,[]
"This is looking south, over the flood-prone area and the creek, toward the neighbor's yard.  I like the layers in this photo.",bcf 4-15-10 004,4526888389,"['breslin farms', 'buck creek', 'farm', 'illinois', 'organic', 'ottawa', 'row crops', 'soil', 'spring', 'spring in illinois', 'transitional']"
,DSCF0041,2353489056,"['2008', 'flood', 'ohio river']"
"It doesn't rain there very often, but it sure did when we were there.",Aruba flooding.,1834585394,"['aruba', 'flooding']"
"135 Ocean Avenue, certainly the most interesting building on my stretch of the street. A nice art-deco kind of thing going on there.",Ocean Avenue Architecture,8143432105,[]
"Due to the UN & international NGOs leaving the Vanni on 15 September, TRO is the only large NGO (there are several district based NGOs) working for 300,000 IDPs displaced by war who are no affected by the monsoon flooding in the Vanni - Nov 2008.",26,3064871211,"['cyclone', 'disaster', 'displaced', 'floods', 'lanka', 'ltte', 'monsoon', 'natural', 'ngo', 'nisha', 'organization', 'people', 'rehabilitation', 'sri', 'suffering', 'tamils', 'tro', 'un', 'war']"
"Find beautiful places to take photos at <a href=""http://www.shothotspot.com"" rel=""nofollow"">www.shothotspot.com</a>","Surrey Floods, from Eashing Bridge, Godalming",11756862833,"['2013', '2014', 'britain', 'christmas', 'farncombe', 'farncombe boat house', 'flooding', 'floods', 'godalming', 'guildford', 'lamas', 'lammas', 'river wey', 'storm', 'surrey', 'uk', 'weather']"
"Japanese big rivers often have broad banks along it, like the Tama River and the Arakawa River. The Kanda River does not have such banks. It was not enough for the river’s basin area. Thirty years ago, the Kanda River flooded almost every year. Since buffer tunnels were built under roads, we do not have flood recently.",View of the Kanda River from Yamate-dori,11270112085,"['japan', 'nakano', 'nakano-honcho', 'river', 'road', 'tokyo']"
"my apartment building on the left.  more apartments on the right, townhouses at the rear.",grove park,6235972509,[]
,City Market - May 28,5768728533,"['104 street', 'city market', 'downtown', 'edmonton', 'farmers market', 'mastermaq']"
,"Despite the flooding, it's still standing. #BVCstrong #yycflood",9163754454,"['amaro', 'instagram app', 'iphoneography', 'square', 'square format']"
It's easy to see how buildings flood regularly.,Grand Canal 2,214321638,"['italia', 'venezia', 'venice']"
like a flooded pedestrian Krog Tunnel,IMG_1548e,6296705641,"['croatia', 'graffiti', 'street art', 'tunnel', 'zagreb']"
"SintLucas Architectuur, Ghent Campus
Quite a change from the previous school: look at OCADU <a href=""http://www.flickr.com/search/?w=all&q=ocad building&m=text"">here</a>",Binnentuin,6234795572,"['architecture', 'architectuur', 'departement', 'design', 'education', 'environment', 'environmental', 'gebouw', 'interieur', 'new', 'old', 'opleiding', 'school', 'studie']"
"The red-brick building was once the main post office in Christchurch. Read about it and see an early photo taken from the tower <a href=""http://christchurchcitylibraries.com/Heritage/Photos/Disc1/IMG0015.asp"" rel=""nofollow"">here</a>.","Viewed looking southwest from the Cathedral Tower, Christchurch, NZ",4279299833,"['canterbury', 'christchurch', 'new zealand', 'nz', 'photo', 'photograph', 'picture', 'south island']"
"Taken at around 8 in the morning, with the sun still low in the sky and to the East. Light flooded the camera, which was the point of the exercise.",IMGP3307rd-2,4714188504,"['dawn', 'light', 'luminescent', 'manhattan', 'new york city', 'sunrise', 'xperiment']"
,View from O'Connell Bridge,6349158852,"['2011', 'an life', 'baile átha cliath', 'droichead na life', 'dublin', 'eire', ""ha'penny bridge"", 'ireland', ""o'connell bridge"", 'river liffey']"
"Taken by: Zulkifli aka Joe
Parit Sulong, Batu Pahat, Johor",Flood: Photographer in action,366546642,"['banjir', 'batu pahat', 'flood', 'johor', 'malaysia', 'parit sulong', 'photographer']"
,Dog house,3401427786,"['flood', 'rain', 'sawtell', 'water']"
"We recently drove to Eagle, Alaska <a href=""http://maps.google.com/maps?f=q&source=embed&hl=en&geocode=&q=eagle, ak&sll=37.0625,-95.677068&sspn=49.357162,79.013672&ie=UTF8&t=h&z=14&iwloc=A&ll=64.787949,-141.213026"" rel=""nofollow"">View a map of Eagle</a> to help them rebuild.  A significant portion of the town was damaged due to an ice jam and flood on the Yukon River in May, 2009, which destroyed the old village part of town, as well as a number of historic buildings and businesses in the main part of town along the waterfront.  The Eagle, Alaska set at right shows some scenes from the town a few months after the event.

More information:
Article: <a href=""http://www.newsminer.com/news/2009/may/06/eagle-battered-stubborn-ice-jam-backs-yukon-river-/"" rel=""nofollow"">www.newsminer.com/news/2009/may/06/eagle-battered-stubbor...</a>
Flooding photo gallery: <a href=""http://www.newsminer.com/photos/galleries/2009/may/05/2009-breakup-flooding/2016/"" rel=""nofollow"">www.newsminer.com/photos/galleries/2009/may/05/2009-break...</a>

Information on the reconstruction effort and where to send donations:
<a href=""http://www.eaglecity.org/"" rel=""nofollow"">www.eaglecity.org/</a>","Eagle, AK",3837253732,[]
,IMG_8518,863980301,"['flood', 'reading']"
"Flooding in Jakarta, the worst for last 10 years.",Follow me,382497843,"['flooding', 'httsanpics', 'indonesia', 'indonesia photoblogger', 'jakarta', 'people']"
,Cumberland flood  l s,12254932384,[]
,FH010014,44665890,"['1997', 'flood', 'ohio', 'portsmouth']"
"It is somewhat hard to believe that when walking around Old Town Sacramento, you are often walking on top of what used to be the city. There are hints here and there, and a few places where you can see the original street level, but for the most part, it seems like Old Town has always been this elevation. 
Why did they bother to raise the city level you might ask yourself? Flooding of course. Apparently the flooding was so bad that the 8th Governor of California, Leland Stanford had to travel to his inauguration by rowboat.
So if you find yourself wandering around Old Town, and looking back at it from the docks, know that the water level that seems so low now, once was higher than those very tall supports you see here.",Standing Tall,10220950205,"['2013', '60d', 'caffeinated captures', 'california', 'old town', 'river', 'sacramento', 'sacramento river', 'united states', 'west coast']"
Stitched Panorama,Kalpaka Bulvaris street building,6601452085,"['2011', 'city', 'december', 'europe', 'riga', 'streets', 'winter']"
A dirt road near my house.  Nothing special. I was intrigued by the almost overwhelming shades of green.  There's nothing quite like Washington state in the early summer.,A Stereotypical Country Lane,221870324,"['amateur', 'landscape', 'nature', 'puget sound', 'seattle', 'washington']"
Prague floods,River about to overflow,8936097818,"['2013', 'czech republic', 'flooding', 'floods', 'htc one', 'khedara', 'overflow', 'prague', 'rain', 'river']"
,missing trail,5358045541,"['california', 'carraige', 'creek', 'damage', 'flood', 'redlands', 'trail', 'washout']"
"The Piazza in Northern Liberties

A sliver of the Navona building on the left, the entrance to the Piazza, the Erbe building, and the Rialto on the right, with its fitness facility and first-floor diner.",IMG_31559-95R,8193563213,"['northern liberties', 'panorama', 'pennsylvania', 'philadelphia', 'the piazza']"
,Flooded house near Kendall's Flats,5305179951,"['2010', 'bundaberg', 'december', 'floods']"
K,Iller in flood.  There is a cyclepath underwater that is normally between the trees and the river.,8951746657,[]
"Preparing for carpet building at The Cloister in Antigua, April 2010
John Hatleberg Photo",JnKGuatemalaFavs-24,4488223803,[]
,P1260388,12211401066,"['cheddar', 'flood', 'gorge']"
"Death Valley, California

Photo by Paxson Woelber
<a href=""http://www.paxsonwoelber.com"" rel=""nofollow"">www.paxsonwoelber.com</a>",Badwater,8077911205,"['badwater', 'badwater basin', 'badwater salt flats', 'california', 'creative commons', 'creative commons photography', 'creative commons photos', 'death valley', 'death valley landscape', 'death valley national park', 'death valley salt flats', 'desert', 'flood plain', 'flood plains', 'hot', 'paxson', 'paxson woelber', 'plains', 'salt', 'salt flats', 'tank top', 'woelber']"
"that's the creek in the background.  that whole area was flooded.  also, i had just got the camera back in the right focusing mode here, so this picture kind of sucks.",receding,177276688,[]
,"road trip to Mpls, moving to Brooklyn (29)",251102103,[]
"The Forks, Winnipeg, MB",Flooded Assiniboine River,5916859373,"['assiniboine river', 'canada', 'flood', 'manitoba', 'the forks', 'winnipeg']"
Stepping stones to cross the road when it was flooded for daily cleaning…also set at the width of standard cart/chariot axles,Pompeii,13154355845,"['campania', 'canon ef-s 18-55mm f/3.5-5.6 is', 'canon eos digital rebel xs', 'italy', 'pompeii', 'road', 'roman', 'ruins']"
"Students dressed and danced in traditional Tibetan style, in front of Old Main.

<b><a href=""http://www.flickr.com/photos/rickz/sets/72157604703302237/detail/"">Penn State Rally to Support Beijing Olympics</a></b>",Dancing in tibetan style,2438085350,"['beijing olympics', 'building', 'campus', 'china', 'chinese', 'dance', 'dancer', 'dancing', 'event', 'old main', 'olympics', 'olympics 2008', 'penn state', 'pennsylvania state university', 'psu', 'rally', 'student', 'students', 'tibet', 'tibetan', 'tibetan style', 'traditional']"
2010 Flood of the Riviera Springs pond,2010 Flood,4971207826,"['flood', 'riviera springs']"
"I suspect this was paved once, and deliberately desurfaced to allow nature to reclaim it.  I can't really prove it and wouldn't swear to it, but that's my suspicion.  You can see that some kind of vehicle still makes use of the clearance, but it's already been largely eaten up by foliage.  This was a two-lane road when it was a going concern.

It was drizzling that morning; it didn't stop till about the point where I got to the bottom of the valley and the forest opened up into the flood plain.  So, for a variety of reasons — my sandals were wet, they were slippery, and just because I like to — I took off my sandals more or less at this point and hiked the rest of the way down and back barefoot.  Hey, it's September... how many more chances will I get this year? :)",The track of Kirby Road,239925615,"['abandoned', 'abandoned road', 'barefoot hiking', 'canada', 'humber river', 'kirby road', 'ontario', 'toronto', 'vaughan']"
,"Vines outside the Domaine de Barthe Gites, Douzens, France",3672179047,"['aude', 'blomac', 'distance', 'domaine de barthe', 'earth', 'farming', 'fields', 'france', 'french', 'gite', 'gites', 'grapes', 'grass', 'growing', 'hills', 'holiday', 'languedoc roussillon', 'leaves', 'mountains', 'path', 'plants', 'road', 'shadow', 'sky', 'soil', 'south of france', 'track', 'trees', 'vacation', 'vicki_burton', 'view', 'vine', 'vines', 'vineyard']"
,Barwon River,5358714644,"['2011', 'barwon river', 'flood', 'geelong', 'geelong floods']"
,flooded fields 1,2234856745,"['cheshire', 'dee', 'england', 'farndon', 'flooded', 'holt', 'january 2008', 'river', 'sunset', 'wales', 'wrexham']"
"Cottrell Street, Werribee closed off by floods",Werribee River in flood 14 Jan 2011,5354118040,"['floods werribee', 'werribee']"
"I've always felt fondness and pity for this old building. It looks more and more dilapidated as time goes on. Lately, in the right light, it reminds me very much of the Bates Motel.","Clear View Court, Santa Cruz",17190587,"['batesmotel', 'clearviewcourt', 'oldhouse', 'santacruz', 'white']"
,rain,563342825,"['family', 'flood', 'home', 'houston', 'rain', 'storm', 'texas', 'thunderstorm', 'window', 'yard']"
"Zaha Hadid's (the first female Pritzker prize winner) first building!  It's a pretty wild little one!
Well, hopefully this one isn't going too far overboard.  This is my last class trip before going home: Basel, the Vitra design museum, and Ronchamp.  Here's the <a href=""http://www.flickr.com/photos/luke_stearns/sets/72157604633181922/"">set</a> and the <a href=""http://www.flickr.com/photos/luke_stearns/sets/72157604633181922/show"">slideshow</a>.  It'll be a long one, but I think a good one.  Hopefully you will agree!",Fire Station,2428088666,"['architecture', 'stock categories', 'vitra', 'zaha hadid']"
Zebra crossing the road on the drive to the park.,,6812546156,['uganda']
A flooded path next to a lake somewhere in Spain.,FloodedPath,11871447084,"['2013', 'flood', 'flooded', 'l8r', 'lake', 'path']"
,Ivy covered bricks 2,4677753546,"['brick', 'building', 'forest', 'ivy']"
"Abandoned construction site that's unfortunately, open for the kids to play in.","Greetings from Asbury Park, New Jersey!",13362448195,"['asbury park', 'new jersey', 'united states']"
I hadn't realised just how high the water table was. This is one of several footpaths that is underwater right now. Or was when I took this shot a couple of weeks ago,Flooded footpath in Formby woods,8473631391,"['fence', 'flooded', 'footpath', 'formby', 'grass', 'mud', 'trees', 'woodland']"
The lifebelt doesn't seem to be of much use here.......,Flooding,3752078363,"['england', 'floods', 'geese', 'lifebelt', 'river', 'river ouse', 'sign', 'york', 'yorkshire']"
Much of Oshkosh and lower Wisconsin has serious flooding.  Milwaukee and Madison had 7.5 inches of rain in 2 hours.  Yesterday a damn broke in Iowa.,"Menomonee Park, Oshkosh, WI",4827390236,"['ara lucia', 'hidden disability', 'motorcycle', 'off the map', 'oshkosh', 'park', 'road trip', 'scooter', 'wisconsin']"
"After the descent from Crown Point, on our way to the many waterfalls that are along this road.",Columbia River Gorge Scenic Highway,3806107919,"['bike rides', 'columbia river gorge']"
,"flooded road, newport pagnell",3031027673,"['flood', 'milton keynes', 'newport pagnell', 'reflection', 'road', 'tree']"
"A meeting house was given to Friends in 1685 and rebuilt 1715; sold around 1801.  A new meeting house was bought in 1925, near the existing one but then sold and demolished and this one was built in 1995.
For Jez Smith's article about 2009 flooding and an interesting point about the legs of the meeting room benches see <a href=""http://thefriend.org/article/keswick-quakers-hit-by-flooding/"" rel=""nofollow"">thefriend.org/article/keswick-quakers-hit-by-flooding/</a>",Keswick rear,3672102816,"['20th', 'cumberland']"
"This is what our street looked like during one of Mobile's latest deluges. I think we had something like 10 inches of rain in about 16 hours. Not uncommon here since it is the rainiest city in the US (as far as amount of rainfall, not rainy days).",SmallFlood,8734072,"['alabama', 'christopherholland', 'flood', 'mobile', 'panorama', 'rain', 'water']"
,The Pump House Flood - Sun 25th (Sony TX5) (1),8216842923,"['avon', 'banks', 'bristol', 'bs4', 'burst', 'dsc', 'flood', 'house', 'image', 'images', 'overflown', 'photo', 'photograph', 'pic', 'picture', 'pictures', 'pump', 'river', 'sony', 'tom vooght', 'twilight', 'tx5', 'water']"
,Millenium Bridge,3505158978,"['bridge', 'london', 'millenium bridge', 'river', 'south bank', 'thames', 'uk']"
,Bike path rowers,9166849806,"['cologne', 'flood', 'germany', 'rhein', 'rhine']"
,Junee flooding after the fires new years day 2006,380319477,['junee']
Go on. Remove the last block.,"City of London: 122 Leadenhall Street, 'The Cheesegrater'",561134134,"['122 leadenhall street', 'building site', 'cheesegrater', 'city', 'construction', 'demolition', 'leadenhall street', 'london', 'st mary axe']"
,Downtown Miami Flooding,513682004,"['downtown', 'flood', 'flooding', 'fx01', 'miami']"
,sandy road in villa gesell,110113825,[]
"5 km north of Temora, New South Wales. The Goldfields Highway crosses Trigalong Creek here, which has a remnant fringe of riparian forest.

These saplings of <i>Eucalyptus camaldulensis</i> appear to be of fairly uniform age. They are likely to have germinated during a period of prolonged soil saturation following flooding.",Eucalyptus camaldulensis 130521-8176,10791364715,"['australia', 'eucalypts', 'eucalyptus camaldulensis', 'lachlan valley', 'myrtaceae', 'new south wales', 'nsw', 'regeneration', 'riparian', 'river red gum', 'saplings']"
,Guadulpe St bike lane post road-diet,8745323774,[]
"It had rained and rained for the preceding couple of days, so the
river was running high--so high, in fact, that it had flooded half of
the parking lot down by the docks. This ramp doesn't go into the
water; it goes to the parking lot. The only reason one end of it is
still out of the water is because that concrete dock is buoyant.

2/IMG_4694",flooding,477906193,"['70-300mm', 'dock', 'flood', 'gray', 'water']"
,Sharing the road,5418949869,[]
flooded coromandel,F1080022,1736899649,"['new zealand', 'travelling']"
"This remarkable view of Temple Newsam was almost certainly painted in 1750 for Henry, seventh Viscount Irwin. It shows the house from the East with many recently built features as well as many which were soon to be swept away. It is very instructive to contrast it with some of the other engravings and views to be seen nearby.

The large pond in the foreground had probably been constructed by Henry's elder brothers Arthur and Rich, successively fourth and fifth Viscounts Irwin, during the second decade of the century when the park had been relandscaped in a 
formal Baroque style. In contrast, the two large buildings in the middle distance - a stable block and (perhaps) a riding school - had only recently been constructed by Henry. Likewise the two smaller pavilions, terrace wall and steps into the 
courtyard. Most of these features were to be swept away (except for the stables block) after 1758 when Capability Brown was brought in to modernise the park and its relationship to the house in a naturalistic style.

This is the only view of the house and park showing the large building in the 
middle distance to the left - possibly a riding school, and since no trace of it had survived it was generally thought to represent 'artist's licence' and an attempt to symmetricalise the composition. Alternatively it was thought that it might show an intended building which was never in fact completed. However, during the drought of 1995 'crop marks' revealed that the building had indeed been 
constructed and a clear outline of its plan was visible by the naked eye.       

The identity of the artist responsible for this picture had long been a mystery until the signature of James Chapman emerged during a recent cleaning",A Prospect of Temple Newsam,5332752875,"['1700', 'arcitecture', 'ceramics', 'countryside', 'decoratice art', 'england', 'fine art', 'furniture', 'gallery', 'gardens', 'historic', 'historical', 'history', 'house', 'landscape', 'leeds', 'mansion', 'museum', 'newsam', 'painting', 'paintings', 'park', 'temple', 'temple newsam', 'uk', 'venue', 'weddings', 'wood', 'yorkshire']"
,Yunlin_20110507_38,5820884164,"['台中', '台灣', '背影', '黎明社區', '250d', 'bicycle', 'color', 'ecn-2', 'family', 'father', 'film', 'kodak', 'kodak 250d', 'minolta', 'minolta tc-1', 'motion picture', 'negative', 'nikon super coolscan 9000ed', 'people', 'road', 'snapshot', 'son', 'taichung', 'taiwan', 'tc-1', 'vehicle', 'vision 3']"
,DSC_0355,6005220921,"['construction', 'home building', 'phoenix', 'real estate']"
,EBSCO under flood,4446360105,"['bowtoo', 'canon50d', 'ebsco', 'flood', 'ipswich', 'timbouwer']"
,Yarra Glen Railway Bridge (Yarra River),420894893,"['auspctagged', 'australia', 'bridge', 'glen yarra', 'pc3775', 'rail', 'railway', 'railway bridge', 'river', 'river yarra', 'valley', 'victoria', 'yarra']"
,102_2617,432902461,"['best', 'canon', 'ef 24-70 f/2.8l usm', 'eos 400d', 'favourites', 'livejournal-post', 'most-interesting', 'nature', 'people', 'road']"
Damage and flooding from Hurricane Isabel in Central Virginia,Hurricane Isabel,308011940,"[' damage', ' flood', ' isabel', 'hurricane']"
,Highway 4 in Muurola,9445698140,"['rovaniemi', 'wet road']"
,Deming Airport (KDMN),8432573599,"['cessna 172', 'n9389l', 'new mexico', 'time building']"
,gully 1,2487412301,"['flood', 'frederick maryland', 'frednet', 'maryland', 'river', 'trail', 'water']"
,Yangshuo - view from Dragon Bridge,4675116247,"['dragon bridge', 'river', 'yangshuo, china']"
"People riding a bike in Ferrara, Emilia Romagna, Italy",Ainara Garcia,13868675304,"['bicycle', 'bicycles', 'bike', 'bikes', 'emilia romagna', 'europe', 'european', 'ferrara', 'italia', 'italian', 'italy', 'people', 'road', 'way']"
"Flood -

You may use our image for most educational and personal purposes. 
Please credit: Chester County Planning Commission at <a href=""http://www.chesco.org/planning"" rel=""nofollow"">www.chesco.org/planning</a>. 
If you intend to use any of our images commercially, contact the Chester County Planning Commission at 610-344-6285. 
To assist us in tracking the usage of our images, please let us know how you are using them.",flood2.jpg,7598508868,"['ccpc', 'chester county planning commission', 'flooding', 'natural resources']"
,Doha palace,78186871,"['building', 'doha', 'palace', 'qatar']"
"<a href=""http://theconveyorbelt.com/"" rel=""nofollow"">theconveyorbelt.com/</a>",Terri Potratz,3063554571,"['afro', 'apartments', 'blonde', 'bricks', 'downtown', 'fashion', 'housing', 'jumpsuit', 'obakki', 'rain', 'silver', 'street', 'terri potratz', 'wet bricks', 'wet street', 'white', 'yellow coat']"
"Cedar Creek area, flooding where there has been no rain.",Mt Pleasant Farm,3180269339,"['farm', 'mtpleasant', 'va']"
"In the Spring of 2009, Rebuilding Together, in partnership with Webcor Builders, restored and improved our facilities in what was then the largest single donation of support in the history of Angles Gate Cultural Center.

Photo by AGCC Visual Arts Director Marshall Astor.",Rebuilding Together - Building H Newly Painted,3543364841,"['agcc', 'angels gate', 'angels gate cultural center', 'angels gate park', 'building', 'painted', 'san pedro']"
,"Chicago, wrigleys building",557957264,"['buildings', 'chicago']"
"TS Fay. Riverside, Jacksonville, Florida. 2008.",Rover This,2823198008,"['community', 'fay', 'flood', 'flooding', 'florida', 'hurricane', 'jacksonville', 'landrover', 'neighborhood', 'party', 'riverside', 'roads', 'storm', 'tropical', 'water']"
"Lakeshore, Toronto.

Bigger is, most definitely, better! Check out all the details: <a href=""http://www.flickr.com/photos/grigory/3397121955/sizes/o/"">much bigger</a>!",City Scene,3397121955,"['cars', 'city', 'details', 'lakeshore', 'people', 'road', 'streetcar', 'toronto', 'urban']"
,Pine Flood,3122915130,"['flood', 'pine']"
"Some photos of damage caused by the torrential rains and flooding in Ouagadougou, Burkina Faso that occurred on the morning of 01 September 2009.",flood effects,3882551174,"['burkina faso', 'damage', 'flood', 'flooding', 'ouagadougou', 'rain', 'storm']"
,Young pine in high waters,13814222654,"['chippewa', 'flood', 'hipstamatic', 'iphone', 'iphonography', 'pine', 'reflections', 'river', 'tree', 'water']"
someone should fix this.,Broken Water Pipe,6507517943,"['cheshire', 'flood', 'hyde', 'low', 'pipe', 'snapped', 'wastage', 'water', 'werneth']"
"Looks like it might be rough if you have to go ... water, water everywhere ...",Restrooms,409118794,"['bathroom', 'flood', 'flooding', 'men', 'restroom', 'water', 'women']"
Without the six oars would you really think this was a boat?,Land Boat,5438569309,"['boscombe', 'bournemouth', 'sculpture', 'sea road', 'steampunk']"
